Title;Rating;Image;Demography;Genres;Year;List
¿Puedo aceptar tu propuesta de todos esos años?;8.00/10;https://otakuteca.com/images/books/cover/5bc569cb317af.webp;Shounen;Comedia, Romance, Recuentos de la vida;2018;Siguiendo
Osananajimi ga Zettai ni Makenai Love Comedy;4.83/10;https://otakuteca.com/images/books/cover/60270b380ec74.webp;Shounen;Comedia, Drama, Romance, Harem, Vida Escolar;2019;Siguiendo
Otome Kaijuu Caramelize;9.67/10;https://otakuteca.com/images/books/cover/5b767735d6480.webp;Shoujo;Comedia, Romance, Vida Escolar, Sobrenatural;2018;Siguiendo
Owari no Seraph;7.40/10;https://otakuteca.com/images/books/cover/6328805c051e9.webp;Shounen;Acción, Sobrenatural, Aventura, Ciencia Ficción, Vampiros, Romance, Superpoderes;2012;Siguiendo
Pashiri na Boku to Koisuru Banchou-san;8.82/10;https://otakuteca.com/images/books/cover/61b386f1dbfbe.webp;Shounen;Comedia, Vida Escolar, Recuentos de la vida, Romance, Drama, Realidad;2017 - 2021;Siguiendo
Player;8.18/10;https://otakuteca.com/images/books/cover/5f95ec683ee9f.webp;Seinen;Acción, Aventura, Fantasia, Psicológico, Realidad, Reencarnación, Superpoderes;;Siguiendo
The Story Between a Dumb Prefect and a High School Girl with an Inappropriate Skirt Length;8.50/10;https://otakuteca.com/images/books/cover/6164202f663cb.webp;Shounen;Comedia, Romance, Vida Escolar;2019;Siguiendo
Promised Orchid;9.50/10;https://otakuteca.com/images/books/cover/5e57c88696aa2.webp;Seinen;Acción, Aventura, Demonios, Drama, Fantasia, Gore, Horror;2019 - 2021;Siguiendo
Pure Love ✕ Insult Complex;0.00/10;https://otakuteca.com/images/books/cover/5b2c4c7daa244.webp;Seinen;Acción, Comedia, Harem, Artes Marciales, Psicológico, Romance, Tragedia;2011;Siguiendo
R15+ Ja Dame Desuka?;9.00/10;https://otakuteca.com/images/books/cover/62a5deeaac404.webp;Seinen;Comedia, Romance, Vida Escolar, Recuentos de la vida;2022;Siguiendo
Re-Friendzone;10.00/10;https://otakuteca.com/images/books/cover/5b58ba8837740.webp;Shounen;Comedia, Romance, Fantasia, Drama, Tragedia, Acción, Reencarnación;2017 - 2019;Siguiendo
Saliendo Con Una Chica Gamer;8.50/10;https://otakuteca.com/images/books/cover/6052cca389846.webp;Seinen;Comedia, Romance, Recuentos de la vida;2018;Siguiendo
Release that witch;9.00/10;https://otakuteca.com/images/books/cover/633f6849ef27d.webp;Seinen;Acción, Aventura, Fantasia, Harem, Reencarnación, Comedia, Magia;2018;Siguiendo
Retort Pouch!;8.70/10;https://otakuteca.com/images/books/cover/5e3861eec652c.webp;Seinen;Comedia, Ecchi, Romance, Harem, Vida Escolar;2014 - 2018;Siguiendo
Rokujo Hito x ma (PIXIV);7.50/10;https://otakuteca.com/images/books/cover/5bfc6c683e136.webp;Seinen;Demonios, Drama, Ecchi, Fantasia, Romance, Comedia;2018;Siguiendo
Sachi-iro no One Room;10.00/10;https://otakuteca.com/images/books/cover/30900_TMOManga59c1811e5e4ff.webp;Shounen;Drama, Romance, Recuentos de la vida;2016 - 2022;Siguiendo
Saeki-san wa Nemutteru;9.00/10;https://otakuteca.com/images/books/cover/5de7ddfcae6ac.webp;Shounen;Comedia, Romance, Vida Escolar;2018 - 2020;Siguiendo
Saijo no Osewa: Takane no Hana-darake na Meimonkou de, Gakuin Ichi no Ojou-sama (Seikatsu Nouryoku Kaimu) wo Kagenagara Osewasuru Koto ni Narimashita;9.00/10;https://otakuteca.com/images/books/cover/60e1e7bfe095f.webp;Shounen;Comedia, Romance, Vida Escolar, Recuentos de la vida, Harem;2021;Siguiendo
Sakura-chan to Amane-kun;8.98/10;https://otakuteca.com/images/books/cover/38494_TMOManga5ad75e2586c08.webp;Shoujo;Género Bender, Vida Escolar, Romance;2018;Siguiendo
Sakurai-San Wa Kizuite Hoshii;7.56/10;https://otakuteca.com/images/books/cover/6186f4ffb2c72.webp;Shounen;Comedia, Romance, Vida Escolar;2019;Siguiendo
"Seibetsu ""Mona Lisa"" no Kimi he.";9.06/10;https://otakuteca.com/images/books/cover/5c721d1ef1f63.webp;Shounen;Drama, Recuentos de la vida, Romance, Vida Escolar, Psicológico;2018;Siguiendo
The Swordsman Called the Countless Swords Sorcerer;9.40/10;https://otakuteca.com/images/books/cover/6106f8ce7174c.webp;Shounen;Acción, Aventura, Niños, Tragedia, Fantasia, Magia, Drama;2019;Siguiendo
Sensei wa koi o oshie rarenai;9.77/10;https://otakuteca.com/images/books/cover/5fa6cfdb4b10d.webp;Shounen;Romance, Vida Escolar, Comedia, Recuentos de la vida;2018;Siguiendo
Sensei, Kongetsu Dou Desu ka;8.00/10;https://otakuteca.com/images/books/cover/62db63f05bfe7.webp;Seinen;Drama, Romance, Recuentos de la vida, Sobrenatural;2020;Siguiendo
Drawing While Masturbating;8.00/10;https://otakuteca.com/images/books/cover/5cc8a0ebc0ff3.webp;Seinen;Comedia, Ecchi, Romance, Drama, Harem, Recuentos de la vida;2018;Siguiendo
Shindere Shoujo to Kodoku na Shinigami;9.12/10;https://otakuteca.com/images/books/cover/5f1296d0e8dfd.webp;Shounen;Comedia, Recuentos de la vida, Sobrenatural, Misterio, Psicológico, Romance;2011;Siguiendo
Shinigami Bocchan to Kuro Maid;9.38/10;https://otakuteca.com/images/books/cover/5c17d4223ecb7.webp;Seinen;Romance, Comedia, Sobrenatural, Drama, Ecchi, Tragedia;2017;Siguiendo
Shiunji-ke no Kodomotachi;7.40/10;https://otakuteca.com/images/books/cover/6213dd1d981f4.webp;Shounen;Comedia, Romance, Vida Escolar, Drama, Recuentos de la vida;2022;Siguiendo
Shuumatsu no Valkyrie;9.19/10;https://otakuteca.com/images/books/cover/658d9b4245a19.webp;Seinen;Acción, Historia, Artes Marciales, Samurái, Sobrenatural, Superpoderes, Tragedia;2017;Siguiendo
Siscon Ani to Brocon Imouto ga Shoujiki ni Nattara;8.00/10;https://otakuteca.com/images/books/cover/5b368af459e3c.webp;Seinen;Romance, Comedia, Vida Escolar, Drama, Recuentos de la vida;2017 - 2020;Siguiendo
Solo Leveling;9.07/10;https://otakuteca.com/images/books/cover/5c2efcd42cd5e.webp;Shounen;Acción, Sobrenatural, Comedia, Magia, Reencarnación, Apocalíptico, Romance;2017;Siguiendo
Sotodura Danshi no Shimizu-kun;0.00/10;https://otakuteca.com/images/books/cover/629fc5192f161.webp;Shoujo;Comedia, Romance, Vida Escolar;2021;Siguiendo
Sousou no Frieren;9.29/10;https://otakuteca.com/images/books/cover/6548345bdf47f.webp;Shounen;Aventura, Drama, Fantasia, Magia, Recuentos de la vida;2020;Siguiendo
Bunretsu Lover;0.00/10;https://otakuteca.com/images/books/cover/5ec2d2c9af43f.webp;Shounen;Comedia, Ecchi, Harem, Romance, Vida Escolar, Sobrenatural;2018;Siguiendo
SPY X FAMILY;9.24/10;https://otakuteca.com/images/books/cover/5cbe51e196611.webp;Shounen;Acción, Comedia, Familia, Romance, Drama, Recuentos de la vida;2019;Siguiendo
Stalkers;0.00/10;https://otakuteca.com/images/books/cover/5c16d87859340.webp;Shounen;Comedia, Romance;2018;Siguiendo
Sukinako ga Megane wo wasureta;9.76/10;https://otakuteca.com/images/books/cover/61bc736fea076.webp;Shounen;Comedia, Vida Escolar, Romance, Recuentos de la vida;2018;Siguiendo
Takane no hana nara ochitekoi!!;9.08/10;https://otakuteca.com/images/books/cover/638beb66e64dc.webp;Shounen;Comedia, Recuentos de la vida, Romance, Vida Escolar, Drama;2015 - 2019;Siguiendo
Domador De Villanas;8.00/10;https://otakuteca.com/images/books/cover/63668baeae6ea.webp;Seinen;Drama, Ecchi, Fantasia, Harem, Psicológico, Reencarnación, Romance;2021;Siguiendo
The Maid Who Can't Hide Her Feelings;0.00/10;https://otakuteca.com/images/books/cover/5d7d332261d56.webp;Shounen;Comedia, Romance;2019;Siguiendo
Tobakushi wa Inoranai;10.00/10;https://otakuteca.com/images/books/cover/5ba7ec77a9183.webp;Seinen;Drama, Historia, Realidad, Romance, Tragedia;2018;Siguiendo
Tokyo Revengers;6.85/10;https://otakuteca.com/images/books/cover/64234208ee646.webp;Shounen;Acción, Drama, Romance, Vida Escolar, Misterio, Sobrenatural, Tragedia;2017 - 2022;Siguiendo
Tonari no Baka to Tsudzuku Uso;8.00/10;https://otakuteca.com/images/books/cover/5d7468dc2c51a.webp;Shoujo;Comedia, Ecchi, Romance, Vida Escolar, Recuentos de la vida;2019;Siguiendo
Tonikaku Kawaii;8.44/10;https://otakuteca.com/images/books/cover/614fa8c82fce9.webp;Shounen;Comedia, Romance, Recuentos de la vida, Familia, Historia, Misterio, Ciencia Ficción;2018;Siguiendo
Torture Tournament;0.00/10;https://otakuteca.com/images/books/cover/5b4eee33430bb.webp;Seinen;Acción, Gore, Horror;2017;Siguiendo
Tsuki no Oki ni Mesu mama;0.00/10;https://otakuteca.com/images/books/cover/5e888db25554f.webp;Shoujo;Romance, Vida Escolar, Recuentos de la vida;2020;Siguiendo
Tsurenai Kanojo no Hitorijime;10.00/10;https://otakuteca.com/images/books/cover/62598365e6bda.webp;Josei;Drama, Romance, Recuentos de la vida;2021;Siguiendo
uchi no hentai maid;9.67/10;https://otakuteca.com/images/books/cover/5ccbae854c2d6.webp;Shounen;Comedia, Ecchi, Romance, Recuentos de la vida, Harem;2018;Siguiendo
Ura de Yancha-na Gouinda-san;10.00/10;https://otakuteca.com/images/books/cover/641a8f9196d89.webp;Shounen;Comedia, Ecchi, Romance, Vida Escolar;2023;Siguiendo
Urami-san wa Kyou mo Ayaui;5.50/10;https://otakuteca.com/images/books/cover/37361_TMOManga5ab4447536622.webp;Shounen;Romance, Comedia, Vida Escolar, Recuentos de la vida;2017;Siguiendo
Vinland Saga;9.11/10;https://otakuteca.com/images/books/cover/9715_TMOmanga162946.webp;Seinen;Acción, Aventura, Drama, Historia, Gore, Psicológico, Tragedia;2005;Siguiendo
Waka-chan wa Kyou mo Azatoi;7.50/10;https://otakuteca.com/images/books/cover/62b23b8003d2c.webp;Seinen;Comedia, Romance, Recuentos de la vida;2020;Siguiendo
Watari-kun no xx ga Houkai Sunzen;9.00/10;https://otakuteca.com/images/books/cover/5f2f922b901dd.webp;Seinen;Comedia, Recuentos de la vida, Ecchi, Romance, Harem, Vida Escolar;2014;Siguiendo
Watashi no Shounen;9.04/10;https://otakuteca.com/images/books/cover/6312aee97cd85.webp;Seinen;Psicológico, Romance, Recuentos de la vida, Drama;2015 - 2020;Siguiendo
The Promised Neverland;8.69/10;https://otakuteca.com/images/books/cover/5ba2a0852dc2e.webp;Shounen;Demonios, Ciencia Ficción, Misterio, Horror, Acción, Psicológico, Drama;2016 - 2020;Siguiendo
Yamada-kun to Lv999 no Koi wo Suru;9.00/10;https://otakuteca.com/images/books/cover/659b76473a204.webp;Shoujo;Drama, Romance, Comedia;2019;Siguiendo
Yuujin-chara no Ore ga Motemakuru Wakenaidarou?;9.00/10;https://otakuteca.com/images/books/cover/5d39bbfb34136.webp;Shounen;Comedia, Harem, Romance, Vida Escolar;2019;Siguiendo
Binetsu Kuukan;8.67/10;https://otakuteca.com/images/books/cover/5cbe070127d11.webp;Josei;Comedia, Romance;2014;Favorito
Boku no Kokoro no Yabai Yatsu;8.81/10;https://otakuteca.com/images/books/cover/60f4daf40dc87.webp;Shounen;Recuentos de la vida, Vida Escolar, Comedia, Romance;2018;Favorito
Hiiragi-san Chi no Kyuuketsu Jijou;7.00/10;https://otakuteca.com/images/books/cover/6410227a103cd.webp;Shounen;Comedia, Familia, Romance, Vampiros;2021;Favorito
Fuerza Eterna;10.00/10;https://otakuteca.com/images/books/cover/6274088103fc4.webp;Shounen;Acción, Aventura, Drama, Artes Marciales, Comedia, Romance, Vida Escolar;2022;Favorito
Grand Blue;8.81/10;https://otakuteca.com/images/books/cover/6190474616ca1.webp;Seinen;Ecchi, Romance, Vida Escolar, Recuentos de la vida, Deporte, Comedia;2014;Favorito
Isshiki-san wa Koi wo Shiritai;9.25/10;https://otakuteca.com/images/books/cover/647e97b0bcab9.webp;Shounen;Comedia, Historia, Romance, Recuentos de la vida;2020;Favorito
Mikadono Sanshimai wa Angai, Choroi;7.71/10;https://otakuteca.com/images/books/cover/6357091469fb6.webp;Shounen;Comedia, Harem, Romance;2021;Favorito
Oroka na Tenshi wa Akuma to Odoru;9.25/10;https://otakuteca.com/images/books/cover/5ed9156c7b184.webp;Seinen;Acción, Comedia, Vida Escolar, Romance, Demonios, Drama, Magia;2016;Favorito
Re:Zero Kara Hajimeru Isekai Seikatsu;10.00/10;https://otakuteca.com/images/books/cover/65887350b32f6.webp;Seinen;Drama, Fantasia, Gore, Tragedia, Misterio, Psicológico, Supervivencia;2012;Favorito
Reincarne;0.00/10;https://otakuteca.com/images/books/cover/61876f811b5de.webp;Shounen;Comedia, Ecchi, Género Bender, Harem, Reencarnación, Romance;2021;Favorito
Temple;10.00/10;https://otakuteca.com/images/books/cover/5e710b46500cd.webp;Shounen;Comedia, Ecchi, Harem, Romance, Recuentos de la vida;2018;Favorito
I Favour the Villainess;10.00/10;https://otakuteca.com/images/books/cover/5d5498e42b9ea.webp;Shoujo;Comedia, Drama, Fantasia, Romance, Vida Escolar, Girls Love;;Abandonado
